,fullname,html,id,likes,replies,retweets,text,timestamp,url,user
39,먼로,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""569097875"" dir=""ltr"" href=""/Anderson_Krbot""><s>@</s><b>Anderson_Krbot</b></a> .... 제가 뭐 돈을 버는게 있겠습니까요, 앤더슨 형사님? 그저 살인사건이 나면 그때 그때 5:5로 절반을 떼먹히는 기자에 불과한걸 말입니다요! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",365543096244633600,0,1,0,"@Anderson_Krbot .... 제가 뭐 돈을 버는게 있겠습니까요, 앤더슨 형사님? 그저 살인사건이 나면 그때 그때 5:5로 절반을 떼먹히는 기자에 불과한걸 말입니다요! #빈정",2013-08-08T18:40:40,/Monroe_Krbot/status/365543096244633600,Monroe_Krbot
40,최재석,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">""<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1632385320"" dir=""ltr"" href=""/YSB_MIST""><s>@</s><b>YSB_MIST</b></a>: 나도 시백선생님 해줘"" 시백선생님 계시나요? 여기 주먹 선물 하나 해주러왔는데요. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",364321383884402688,0,1,0,"""@YSB_MIST: 나도 시백선생님 해줘"" 시백선생님 계시나요? 여기 주먹 선물 하나 해주러왔는데요. #빈정",2013-08-05T09:46:01,/Choi_Jae_Suk_/status/364321383884402688,Choi_Jae_Suk_
41,메이드 요정 2.0,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3848938514"" dir=""ltr"" href=""/Piece_RPA""><s>@</s><b>piece_RPA</b></a> 오우... 좀 괴로울꺼같지 말이에요. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",683331544329527296,0,1,0,@piece_RPA 오우... 좀 괴로울꺼같지 말이에요. #빈정,2016-01-02T16:58:30,/Fairy_Maid2_bot/status/683331544329527296,Fairy_Maid2_bot
42,마르타,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@timeritnSowji ....... .... 당신, 사람 부리는게 험하네. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",676632564778459136,0,1,0,"@timeritnSowji ....... .... 당신, 사람 부리는게 험하네. #빈정",2015-12-15T05:19:09,/FGO_Martha/status/676632564778459136,FGO_Martha
43,애버트,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2975063958"" dir=""ltr"" href=""/Superbia_nk""><s>@</s><b>Superbia_nk</b></a> 거참 부럽네요~~<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",559287913133793280,0,1,0,@Superbia_nk 거참 부럽네요~~#빈정,2015-01-25T09:53:24,/Abbott_NK/status/559287913133793280,Abbott_NK
44,미로넴의 영혼,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2778549631"" dir=""ltr"" href=""/siwool0_0""><s>@</s><b>siwool0_0</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%B0%8C%ED%92%80?src=hash""><s>#</s><b>찌풀</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a> 누가 널 초대했는데? 난 아니거든? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%8B%A4%EC%8B%9C_%EB%88%88_%EA%B0%90%EC%95%84?src=hash""><s>#</s><b>다시_눈_감아</b></a></p>",558478656045981696,0,1,0,@siwool0_0 #찌풀 #빈정 누가 널 초대했는데? 난 아니거든? #다시_눈_감아,2015-01-23T04:17:42,/cherrypie0515/status/558478656045981696,cherrypie0515
45, 🦄 🌸벚꽃슐리 🌸 🌹,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@MINHO_AU_ 내가 시르니?<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",553430287892221952,0,0,0,@MINHO_AU_ 내가 시르니?#빈정,2015-01-09T05:57:17,/maze_ashley/status/553430287892221952,maze_ashley
46, 🦄 🌸벚꽃슐리 🌸 🌹,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2939686387"" dir=""ltr"" href=""/newt_rude""><s>@</s><b>newt_rude</b></a> 아아 알았어 알았어 생각도 못하나?<strong>#빈정</strong>#kkkk</p>",552662244836638721,0,1,0,@newt_rude 아아 알았어 알았어 생각도 못하나?#빈정#kkkk,2015-01-07T03:05:21,/maze_ashley/status/552662244836638721,maze_ashley
47,로즈,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2954232518"" dir=""ltr"" href=""/under_plot""><s>@</s><b>under_plot</b></a> 재호 이스에끼.... 누나 뿨뿨가 어 뭐가 으때서... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%83%81%ED%95%A8?src=hash""><s>#</s><b>상함</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%83%89%EC%9E%A5%EA%B3%A0%ED%95%84%EC%9A%94?src=hash""><s>#</s><b>냉장고필요</b></a></p>",551711474750476288,0,0,0,@under_plot 재호 이스에끼.... 누나 뿨뿨가 어 뭐가 으때서... #빈정 #상함 #냉장고필요,2015-01-04T12:07:20,/7294729_/status/551711474750476288,7294729_
48,데이브,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@SCutter_UC 염병 어이구 잘나셨네~ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a> 그 뚫린 입에 피나도록 살점 뜯기기 전에 조용히 입다물어라.</p>",549240793462894593,0,0,0,@SCutter_UC 염병 어이구 잘나셨네~ #빈정 그 뚫린 입에 피나도록 살점 뜯기기 전에 조용히 입다물어라.,2014-12-28T16:29:44,/Dave_UC_/status/549240793462894593,Dave_UC_
49,카렌 오르텐시아,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@Archer_siro_rpa 글쎄요 ...줄까나 말까나 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",547778372122595328,0,1,0,@Archer_siro_rpa 글쎄요 ...줄까나 말까나 #빈정,2014-12-24T15:38:35,/Caren_ataraxia/status/547778372122595328,Caren_ataraxia
50,에두아르트 타페,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""964566612"" dir=""ltr"" href=""/Taaffe_Krbot""><s>@</s><b>Taaffe_Krbot</b></a> ... 약속을 꼭 해야지 마음이 놓이나? 난 어느 누구와는 다른데 말이야. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",311154681659400194,0,1,0,@Taaffe_Krbot ... 약속을 꼭 해야지 마음이 놓이나? 난 어느 누구와는 다른데 말이야. #빈정,2013-03-11T16:40:31,/E_Taaffe_Krbot/status/311154681659400194,E_Taaffe_Krbot
51,고1반@테소루(수련기),"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1085781648"" dir=""ltr"" href=""/hwanta_SYP""><s>@</s><b>hwanta_SYP</b></a> 아,그래? 열심히 까. 이왕이면 친구도 더 늘려서 까고- <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",310785132078432258,0,1,0,"@hwanta_SYP 아,그래? 열심히 까. 이왕이면 친구도 더 늘려서 까고- #빈정",2013-03-10T16:12:04,/Tesolu_SYP/status/310785132078432258,Tesolu_SYP
52,아는 동네 오빠 리즈,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@hi_ryu97 뭣....... 나보다 나이 많은 사람한테 얼굴로 지다니... 나도 눈에 예쁜거 바르면 나아지려나? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",310403529397379072,0,0,0,@hi_ryu97 뭣....... 나보다 나이 많은 사람한테 얼굴로 지다니... 나도 눈에 예쁜거 바르면 나아지려나? #빈정,2013-03-09T14:55:43,/Riesz_modern/status/310403529397379072,Riesz_modern
53,[돈의화신]복재인,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@Money__ChaDon 왜이래? 안어울리게- <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",310363971402231808,0,0,0,@Money__ChaDon 왜이래? 안어울리게- #빈정,2013-03-09T12:18:31,/Money__Jaein/status/310363971402231808,Money__Jaein
54,Courfeyrac,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1118710944"" dir=""ltr"" href=""/Combeferre_b""><s>@</s><b>Combeferre_b</b></a> ...........긍정일리가 있나.<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",308221865208475650,1,1,0,@Combeferre_b ...........긍정일리가 있나.#빈정,2013-03-03T14:26:33,/Revo_Courfeyrac/status/308221865208475650,Revo_Courfeyrac
55,Courfeyrac,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3813002240"" dir=""ltr"" href=""/Maargarine""><s>@</s><b>maargarine</b></a> ..흐응.<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",307018165697789952,0,0,0,@maargarine ..흐응.#빈정,2013-02-28T06:43:29,/Revo_Courfeyrac/status/307018165697789952,Revo_Courfeyrac
56,Courfeyrac,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3813002240"" dir=""ltr"" href=""/Maargarine""><s>@</s><b>maargarine</b></a> 반응이 닮아서 말입니다.<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",307014531140440064,0,0,0,@maargarine 반응이 닮아서 말입니다.#빈정,2013-02-28T06:29:02,/Revo_Courfeyrac/status/307014531140440064,Revo_Courfeyrac
57,Courfeyrac,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3813002240"" dir=""ltr"" href=""/Maargarine""><s>@</s><b>maargarine</b></a> 흐응,마치 무슈 콩브페르같은 반응이군요.혹시 친척이십니까?<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",307012276811075584,0,0,0,"@maargarine 흐응,마치 무슈 콩브페르같은 반응이군요.혹시 친척이십니까?#빈정",2013-02-28T06:20:05,/Revo_Courfeyrac/status/307012276811075584,Revo_Courfeyrac
58,Courfeyrac,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3813002240"" dir=""ltr"" href=""/Maargarine""><s>@</s><b>maargarine</b></a> 어디 한 번 해보시던가.<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",307010176756637696,0,0,0,@maargarine 어디 한 번 해보시던가.#빈정,2013-02-28T06:11:44,/Revo_Courfeyrac/status/307010176756637696,Revo_Courfeyrac
59,Courfeyrac,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1118710944"" dir=""ltr"" href=""/Combeferre_b""><s>@</s><b>Combeferre_b</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3813002240"" dir=""ltr"" href=""/Maargarine""><s>@</s><b>maargarine</b></a> 거참 잘나셔서 좋겠습니다?<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a> 법학도라고 우습게 보나본데,이번 건 고생 좀 해야 할걸?<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%84%EC%9B%83%EC%9D%8C?src=hash""><s>#</s><b>비웃음</b></a> 감기나 확 걸려버려라.<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%ED%82%A5%ED%82%A5?src=hash""><s>#</s><b>킥킥</b></a></p>",305753507313635329,0,1,0,"@Combeferre_b @maargarine 거참 잘나셔서 좋겠습니다?#빈정 법학도라고 우습게 보나본데,이번 건 고생 좀 해야 할걸?#비웃음 감기나 확 걸려버려라.#킥킥",2013-02-24T18:58:11,/Revo_Courfeyrac/status/305753507313635329,Revo_Courfeyrac
60,Courfeyrac,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@lc09_9 ..........아,그러세요?<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EA%B9%90%EC%A3%BD?src=hash""><s>#</s><b>깐죽</b></a></p>",305752817753272320,0,0,0,"@lc09_9 ..........아,그러세요?#빈정 #깐죽",2013-02-24T18:55:27,/Revo_Courfeyrac/status/305752817753272320,Revo_Courfeyrac
61,키세 료타,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1151038915"" dir=""ltr"" href=""/Kise_PP_bot""><s>@</s><b>Kise_PP_bot</b></a> .. 좋은생각이네여. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",305682794170957824,0,0,0,@Kise_PP_bot .. 좋은생각이네여. #빈정,2013-02-24T14:17:12,/Kise_A_bot/status/305682794170957824,Kise_A_bot
62,인나,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1181541067"" dir=""ltr"" href=""/_Hijikata_bot""><s>@</s><b>_Hijikata_bot</b></a> 에에 빡빡해- <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",305654864900411394,0,1,0,@_Hijikata_bot 에에 빡빡해- #빈정,2013-02-24T12:26:13,/qls6358/status/305654864900411394,qls6358
63,Jay Wolfaret,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1144767402"" dir=""ltr"" href=""/mellyclearwind""><s>@</s><b>mellyclearwind</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1191504920"" dir=""ltr"" href=""/js25dolpin""><s>@</s><b>js25dolpin</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a> 예예, 참잘차시네요. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%82%B4%EC%A7%9D%EC%B0%8C%ED%92%80?src=hash""><s>#</s><b>살짝찌풀</b></a> 시비는무슨. 그냥-</p>",305652162694889472,0,1,0,"@mellyclearwind @js25dolpin #빈정 예예, 참잘차시네요. #살짝찌풀 시비는무슨. 그냥-",2013-02-24T12:15:28,/Jaywolfaret_b/status/305652162694889472,Jaywolfaret_b
64,Jay Wolfaret,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1144767402"" dir=""ltr"" href=""/mellyclearwind""><s>@</s><b>mellyclearwind</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1191504920"" dir=""ltr"" href=""/js25dolpin""><s>@</s><b>js25dolpin</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a> 응,그래-</p>",305622429500317697,0,1,0,"@mellyclearwind @js25dolpin #빈정 응,그래-",2013-02-24T10:17:20,/Jaywolfaret_b/status/305622429500317697,Jaywolfaret_b
65,Courfeyrac,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3813002240"" dir=""ltr"" href=""/Maargarine""><s>@</s><b>maargarine</b></a> 일어나니 별이 잔뜩 박혀있더군요.감명깊었다나 뭐라나..<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%B9%88%EC%A0%95?src=hash""><s>#</s><b><strong>빈정</strong></b></a></p>",305589646430175232,0,0,0,@maargarine 일어나니 별이 잔뜩 박혀있더군요.감명깊었다나 뭐라나..#빈정,2013-02-24T08:07:03,/Revo_Courfeyrac/status/305589646430175232,Revo_Courfeyrac
